statcode_21,num_votes_wijk_21,gm_code_21,RW_wijk_21,PVV_wijk_21
WK023203,932,GM0232,0.11909871244635194,0.07081545064377683
WK023300,9180,GM0233,0.17080610021786494,0.0929193899782135
WK023301,4258,GM0233,0.11601690934711131,0.0643494598403006
WK023303,2759,GM0233,0.18158753171438927,0.0830010873504893
WK023304,983,GM0233,0.20956256358087488,0.10681586978636826
WK023305,487,GM0233,0.14784394250513347,0.057494866529774126
WK024400,6532,GM0244,0.12752602571953459,0.07516840171463564
WK024401,1560,GM0244,0.14551282051282052,0.07435897435897436
WK024600,8729,GM0246,0.16771680604880285,0.1075724596173674
WK024601,3471,GM0246,0.18841832324978391,0.11495246326707001
WK025200,9095,GM0252,0.12424409015942826,0.07630566245189664
WK025201,2129,GM0252,0.15453264443400658,0.10615312353217474
WK026200,9395,GM0262,0.09377328366152209,0.04981373070782331
WK026201,1603,GM0262,0.13786650031191516,0.07548346849656894
WK026202,2790,GM0262,0.13082437275985664,0.04229390681003584
WK026203,1083,GM0262,0.11542012927054478,0.05817174515235457
WK026204,6490,GM0262,0.12326656394453005,0.06286594761171033
WK026205,2119,GM0262,0.10099103350637093,0.049079754601226995
WK026300,7420,GM0263,0.29487870619946094,0.20121293800539083
WK026301,2479,GM0263,0.24647035094796288,0.16942315449778136
WK026302,2975,GM0263,0.2107563025210084,0.14050420168067226
WK026303,705,GM0263,0.324822695035461,0.20709219858156028
WK026304,1972,GM0263,0.20740365111561865,0.140973630831643
WK026701,18166,GM0267,0.1779147858637014,0.10409556313993173
WK026702,816,GM0267,0.19975490196078433,0.11274509803921569
WK026703,2706,GM0267,0.26127124907612714,0.16186252771618626
WK026705,5888,GM0267,0.15302309782608695,0.08050271739130435
WK026801,13299,GM0268,0.08579592450560193,0.04895104895104895
WK026802,20608,GM0268,0.056822593167701864,0.027368012422360248
WK026803,8113,GM0268,0.1458153580672994,0.09885369160606435
WK026804,7144,GM0268,0.14095744680851063,0.09182530795072788
